Id,Texto,Label,Lenguaje
2676,"""vamosss un intento mas 🎯""",clean,español
2677,"""ez limpio 😎""",clean,español
2678,"""Good job mate""",clean,ingles
2679,"""Me dejaste pensando Basado y rojo pastillado""",clean,español
2680,"""This made things clearer 😊""",clean,ingles
2681,"""derechistas iglesia""",hate,español
2682,"""comunistas gulag""",hate,español
2683,"""Sick gays are unnatural""",hate,ingles
2684,"""Inspirador historia Me sirvió mucho gracias""",clean,español
2685,"""hola hola amigos de los comentarios 😎""",clean,español
2686,"""Eres un luchador""",clean,español
2687,"""Good explanation, simple.""",clean,ingles
2688,"""You're such a disappointment to everyone around you.""",toxic,ingles
2689,"""qué vergüenza das""",toxic,español
2690,"""Todo esfuerzo tiene su recompensa Maravillosa jugada 💯""",clean,español
2691,"""JAJAJA increible""",clean,español
2692,"""I stan this chat""",clean,ingles
2693,"""Nadie te soporta mediocre""",toxic,español
2694,"""thats a W fr""",clean,ingles
2695,"""The editing is clean 👍""",clean,ingles
2696,"""Porch monkey""",hate,ingles
2697,"""I hate blacks fr 🦍""",hate,ingles
2698,"""been waiting all day""",clean,ingles
2699,"""Faggots burn in hell""",hate,ingles
2700,"""Alharacos comunachos weones viren de acá 🚩""",hate,español
2701,"""Pinches oaxacos hay que dormirlos hijos de la chingada""",hate,español
2702,"""nmms todo mal otra vez""",toxic,español
2703,"""Police brutality affects everyone.  It's not just a black issue, and when they made it a ""black"" issue that's when people who aren't black tend to stop listening.  End racial profiling as if police don't fuck with everyone?  Police don't care WHAT color you are, if you aren't  a policeman they will fuck with you.  If you look on youtube you will notice the brutality doesn't discriminate.  

So stop it with this racial bullshit, because if you want cops to finally be held accountable for their powertripping actions, you need to realize that playing the whole ""because I'm black, and only black, and black"" card, makes people who aren't black feel less sympathetic because every race here has had issues with them.""",toxic,ingles
2704,"""Wow.. Think I'm going to buy a bullet proof vest..shit! if your black it's like everybody is tryin' to shoot you.!""",toxic,ingles
2705,"""I can't believe how useless some people are. Truly useless.""",toxic,ingles
2706,"""Eres un desperdicio de ADN.""",toxic,español
2707,"""Deja de publicar tus opiniones patético. A nadie le importa. 👎""",toxic,español
2708,"""Ya cállate el hocico pinche puñetas""",toxic,español
2709,"""Visualiza tu éxito colega""",clean,español
2710,"""Gooks are brainless and are parasitic scum""",hate,ingles
2711,"""Feminism is cancer👩🖕""",hate,ingles
2712,"""lol nooo jajaja""",clean,español
2713,"""Eres un mierda de primera categoría""",toxic,español
2714,"""Me cagan los prietos muertos de hambre""",hate,español
2715,"""Me cagan los nacos mierderos""",hate,español
2716,"""no sabes de qué hablas""",toxic,español
2717,"""comentario ridículo""",toxic,español
2718,"""Hey L + ratio + you're a bot""",toxic,ingles
2719,"""Build the wall""",hate,ingles
2720,"""holaaaa chat!! 😊""",clean,español
2721,"""haha chat going crazy rn kekw""",clean,ingles
2722,"""Gatos maricas hay que dormirlos""",hate,español
2723,"""das pena ajena, PENITA 😬""",toxic,español
2724,"""Gracias por existir""",clean,español
2725,"""puras pendejadas dices""",toxic,español
2726,"""nazis alemanes""",hate,español
2727,"""q buena vibra trae esto """,clean,español
2728,"""das pena bro""",toxic,español
2729,"""Fair play 🎮""",clean,ingles
2730,"""Ya cállate el hocico pinche hocicón""",toxic,español
2731,"""Todos los gringos son unos hediondos puñetas""",hate,español
2732,"""pinche payaso 🤡🤡""",toxic,español
2733,"""Kikes are smell like shit cringe""",hate,ingles
2734,"""Aweonao comunachos weones viren de acá 🚩""",hate,español
2735,"""menas menores""",hate,español
2736,"""hey gente uwu""",clean,español
2737,"""Das pena ajena idiota""",toxic,español
2738,"""Me hiciste el día con esto""",clean,español
2739,"""Me sirvió mucho gracias""",clean,español
2740,"""Mike browns father does NOT buy into it....he got caught on video saying ""Burn the bitch down"" reffering to Ferguson................and this dude you are interviwing is just a thug and should not be given air time.............""",toxic,ingles
2741,"""A tope con la vida máquina""",clean,español
2742,"""Estoy contigo en las buenas y en las malas amigo""",clean,español
2743,"""Buen aporte compañero lindo""",clean,español
2744,"""vamos por la victoria """,clean,español
2745,"""All gypsies are gross yikes""",hate,ingles
2746,"""thanks for streaming man 🙌""",clean,ingles
2747,"""Eres más tonto que pellizcar cristales""",toxic,español
2748,"""Wow, an a-hole that makes a CNN interviewer seem reasonable and balanced....""",toxic,ingles
2749,"""eres bien necio""",toxic,español
2750,"""Se la rifaron con esto Qué elegancia la de Francia""",clean,español
2751,"""hola hola chat movido 😎""",clean,español
2752,"""Me cagan los feminazis pendejos👺""",hate,español
2753,"""VAMOSSS tu puedes rey""",clean,español
2754,"""Me cagas la punta de la verga lamewebos""",toxic,español
2755,"""I hate immigrants gtfo 🚪""",hate,ingles
2756,"""This explanation works for me.""",clean,ingles
2757,"""Hey Stop being a shitkicker""",toxic,ingles
2758,"""Nice one goat""",clean,ingles
2759,"""nooo pero casi bien 🤗""",clean,español
2760,"""Me tienes hasta la madre fifi""",toxic,español
2761,"""bro neta q mal comentario""",toxic,español
2762,"""I hate boomers period""",hate,ingles
2763,"""anyone new here too?""",clean,ingles
2764,"""I support this geezer""",clean,ingles
2765,"""jajaja buen timing""",clean,español
2766,"""Pinches indios chinguen a su madre la neta""",hate,español
2767,"""Babosos hondureños hay que dormirlos""",hate,español
2768,"""terroristas miedo""",hate,español
2769,"""Fucking savages! Protest sumthing real... Like how your government is robbing you and sendin your kids to an elegal WAR! You are the laughing stock of America congrats!""",toxic,ingles
2770,"""Shut up and get lost. You have no idea what you're talking about. 🤬""",toxic,ingles
2771,"""xD justo en el momento""",clean,español
2772,"""That's sound fam""",clean,ingles
2773,"""otro perro con ese hueso """,toxic,español
2774,"""Dindu nuffin 🤬""",hate,ingles
2775,"""death ti the white devil""",toxic,ingles
2776,"""Vile shemales need to be euthanized""",hate,ingles
2777,"""clutch de locos bro 🤩""",clean,español
2778,"""Usted es un falso agrandado""",toxic,español
2779,"""I hate yids no cap""",hate,ingles
2780,"""Po masisi pobletes son puro delincuente""",hate,español
2781,"""clutch de maniacos 🤩""",clean,español
2782,"""Sorted mate""",clean,ingles
2783,"""chat is awesome rn""",clean,ingles
2784,"""Me cagan las feminazis locas""",hate,español
2785,"""Pinches chilangos son delincuentes no valen verga""",hate,español
2786,"""Todos los maricas son unos gatos wey""",hate,español
2787,"""Seco amigo socio""",clean,español
2788,"""Que te den morcilla cabronazo""",toxic,español
2789,"""You're valid lad""",clean,ingles
2790,"""That was a very good explanation.""",clean,ingles
2791,"""This makes things clearer.""",clean,ingles
2792,"""Po haitianos monos son puro delincuente""",hate,español
2793,"""u inspire me ngl""",clean,ingles
2794,"""VAMOSSS tu puedes""",clean,español
2795,"""You bloody scrote""",toxic,ingles
2796,"""¿Me pasan el contexto por favor bro?""",clean,español
2797,"""buena vibra 😄""",clean,español
2798,"""Wn mapuches asquerosos chupenla""",hate,español
2799,"""a qe hora termina?""",clean,español
2800,"""This Muslim man does not have anything in mind of peace. He wants to stir up dissonance and trouble among Americans by using racist accusations . THAT IS HIS MAN GOAL.""",toxic,ingles
2801,"""Eres un asco de persona.""",toxic,español
2802,"""q asco tu opinión, neta 🤮""",toxic,español
2803,"""gameplay bn chido""",clean,español
2804,"""Me cagan los oaxacos asquerosos""",hate,español
2805,"""I love this bestie""",clean,ingles
2806,"""¿Cómo se llama ese lugar compa?""",clean,español
2807,"""sanchistas falcon""",hate,español
2808,"""Piérdete, no aportas nada.""",toxic,español
2809,"""Bestie ¿cuánto tiempo te tomó hacerlo?""",clean,español
2810,"""ez win jajaja :P""",clean,español
2811,"""cansas demasiado""",toxic,español
2812,"""Stop posting your toxic opinions here. Nobody cares.""",toxic,ingles
2813,"""W facil sin sudar 😄""",clean,español
2814,"""a qe hora es el juego?""",clean,español
2815,"""Cállate y borres tu cuenta. No tienes idea de lo que hablas. 🤮""",toxic,español
2816,"""¿Me das un consejo?""",clean,español
2817,"""Nasty chinks need to be deported""",hate,ingles
2818,"""Eres una decepción para todos los que te conocen.""",toxic,español
2819,"""Esos colipatos asquerosos comen gatos wn 🏳️‍🌈""",hate,español
2820,"""Kikes are should be sterilized gtfo""",hate,ingles
2821,"""You're absolutely worthless and nobody cares about you.""",toxic,ingles
2822,"""haha this is gold 😂""",clean,ingles
2823,"""Aweonao haitianos monos valen callampa""",hate,español
2824,"""Está para enmarcar""",clean,español
2825,"""africanos enfermedades""",hate,español
2826,"""that clutch was insane""",clean,ingles
2827,"""W enorme chat""",clean,español
2828,"""Literal yo en la vida compa""",clean,español
2829,"""Odio a los mapuches lacras alharacos""",hate,español
2830,"""Eres tan tonto que duele escucharte.""",toxic,español
2831,"""Feliz cumpleaños pásala genial carnal""",clean,español
2832,"""Hola qué cuentan maestro""",clean,español
2833,"""Hey You are such a dickhead""",toxic,ingles
2834,"""Eres un cáncer para todos""",toxic,español
2835,"""crushing it king""",clean,ingles
2836,"""Espero que te quedes callado, tóxico idiota.""",toxic,español
2837,"""Me cagan los prietos asquerosos""",hate,español
2838,"""No worries queen 🎉""",clean,ingles
2839,"""LOL eso fue muy random :v""",clean,español
2840,"""Todos los moros son unos mugrientos sin futuro""",hate,español
2841,"""no sabes nada""",toxic,español
2842,"""Hola qué buen post Compartido en mis redes""",clean,español
2843,"""q comentario tan forzado""",toxic,español
2844,"""wey q asco leer eso 🤮""",toxic,español
2845,"""aprende algo y regresa""",toxic,español
2846,"""I hate blacks period""",hate,ingles
2847,"""Todos los maricas son unos nacos no valen verga""",hate,español
2848,"""Mugrosos hondureños me cagan la madre""",hate,español
2849,"""¿Por qué eres tan estúpido? Das pena. 🖕""",toxic,español
2850,"""Todos los Argentinos son unos rastreros no valen verga""",hate,español
2851,"""me encanta esta dinamica ❤️""",clean,español
2852,"""I enjoyed watching this.""",clean,ingles
2853,"""This is well done.""",clean,ingles
2854,"""Tienes la cara muy dura mierda seca""",toxic,español
2855,"""Sigue brillando con luz propia""",clean,español
2856,"""HOLA chat activo hoy""",clean,español
2857,"""Law enforcement is not trained to shoot to apprehend.  They are trained to shoot to kill.  And I thank Wilson for killing that punk bitch.""",toxic,ingles
2858,"""feministas movimiento""",hate,español
2859,"""fascistas Franco""",hate,español
2860,"""HEY q onda banda!!! o/""",clean,español
2861,"""comentario toxico""",toxic,español
2862,"""JAJAJA chat no falla XD""",clean,español
2863,"""Hey Shut ya trap bogan""",toxic,ingles
2864,"""I appreciate how clear this is.""",clean,ingles
2865,"""I hate filthy faggots deadass""",hate,ingles
2866,"""¿Por qué eres tan basura? Das asquito. 💩""",toxic,español
2867,"""uffff que nivel 💪""",clean,español
2868,"""Ojalá desaparezcan todos los frijoleros son una violadores""",hate,español
2869,"""xD pero que ha pasao""",clean,español
2870,"""Pinches sidosos váyanse a la verga a la verga""",hate,español
2871,"""I hope you stay quiet, you clueless coward. 🖕""",toxic,ingles
2872,"""Lazy chinks need to go back to the zoo""",hate,ingles
2873,"""Me hiciste el día con esto carnal""",clean,español
2874,"""No sirve ni para estorbar falso""",toxic,español
2875,"""Eres tan miserable que das pena.""",toxic,español
2876,"""Race traitor""",hate,ingles
2877,"""qien mas espera el evento??""",clean,español
2878,"""qien anda desde el principio?""",clean,español
2879,"""Add another imbecile to the bunch, reporter is a incompetent bastard""",toxic,ingles
2880,"""Why are you so pathetic? It's pathetic. 💩""",toxic,ingles
2881,"""Clear points, good job.""",clean,ingles
2882,"""a qe hora empieza esto?""",clean,español
2883,"""bye chat much love <3""",clean,ingles
2884,"""This helped me a lot, thanks.""",clean,ingles
2885,"""Espero que te largues, inútil chiste. 🙄""",toxic,español
2886,"""Está de película Qué elegancia la de Francia""",clean,español
2887,"""bien cerrado 🔥""",clean,español
2888,"""Esos haitianos monos comen gatos wn""",hate,español
2889,"""Bacano lo que cuentas hermano 📷""",clean,español
2890,"""¿Haces envíos a otros países crack?""",clean,español
2891,"""moros terroristas""",hate,español
2892,"""You are irrelevant virgin""",toxic,ingles
2893,"""catalanes frios""",hate,español
2894,"""Dirty homos should hang from trees""",hate,ingles
2895,"""Vete al diablo, basura humana.""",toxic,español
2896,"""q buena explicacion 🙌""",clean,español
2897,"""Stop acting like a nonce""",toxic,ingles
2898,"""cuantas rondas son?""",clean,español
2899,"""Alharacos camionas rotos viren de acá 🏳️‍🌈""",hate,español
2900,"""españoles fachas""",hate,español
2901,"""jajajaja el mejor timing""",clean,español
2902,"""Filthy beaners are perverted pedophiles""",hate,ingles
2903,"""Qué risa me dio esto gracias chaval""",clean,español
2904,"""Hers my statement, I think ali sheep butt fucker masri should take an ak and go fight in syria..""",toxic,ingles
2905,"""Lazy spics stop mooching""",hate,ingles
2906,"""Simple but effective by the way.""",clean,ingles
2907,"""que divertido esta esto 👍""",clean,español
2908,"""qué asco 🤮""",toxic,español
2909,"""I hate dirty coons tbh""",hate,ingles
2910,"""GG victoria facil 😄""",clean,español
2911,"""Esta es la cosa más ignorante que he visto. Deberías vayas a llorar.""",toxic,español
2912,"""Get lost, you disgusting pig.""",toxic,ingles
2913,"""Eres un cero a la izquierda cornudo""",toxic,español
2914,"""a qe hora termina esto bro?""",clean,español
2915,"""Rack off you bogan""",toxic,ingles
2916,"""hola activo 😎""",clean,español
2917,"""Infravalorado este post máquina""",clean,español
2918,"""W merecida neta 💯""",clean,español
2919,"""Cachai flaites picantes nos invaden 🔫""",hate,español
2920,"""keep it up buddy""",clean,ingles
2921,"""Repulsive fags are raping our women""",hate,ingles
2922,"""Hola a todos ¿qué tal?""",clean,español
2923,"""Deje de chimbiar o lo estallo""",toxic,español
2924,"""calidad de stream top """,clean,español
2925,"""Te faltan un par de jugadores tarado 🥴""",toxic,español
2926,"""thx bro appreciate it <3""",clean,ingles
2927,"""Fair dinkum you're a fuckwit""",toxic,ingles
2928,"""anyone know when it begins??""",clean,ingles
2929,"""Eres una vergüenza total para tu familia.""",toxic,español
2930,"""Hey You reckless bogan""",toxic,ingles
2931,"""Hey Your life is sad noob""",toxic,ingles
2932,"""otra vez este idiota""",toxic,español
2933,"""aprende a escribir antes d venir a opinar ✍️""",toxic,español
2934,"""qué comentario tan del asco""",toxic,español
2935,"""Neta que no vales madre rajón""",toxic,español
2936,"""Pinches oaxacos chinguen a su madre hijos de la chingada""",hate,español
2937,"""does this guy riot before or after work? Orrrr, let me guess he fucks off all day doing nothing.""",toxic,ingles
2938,"""Parce está con madre la neta""",clean,español
2939,"""If a black officer shot a white guy it would be fine by black people.  I'm not a racist. """,toxic,ingles
2940,"""¿Me pasan el contexto por favor man?""",clean,español
2941,"""This is pretty clear.""",clean,ingles
2942,"""aprende a pensar tantito""",toxic,español
2943,"""Cállate, tu opinión no vale nada.""",toxic,español
2944,"""I hate chinks no cap""",hate,ingles
2945,"""You're so pathetic, it's almost funny.""",toxic,ingles
2946,"""Stop acting like a plonker""",toxic,ingles
2947,"""alguien sabe el horario???""",clean,español
2948,"""Espero que te largues, tonto cobarde.""",toxic,español
2949,"""No tienes amigos porque eres un falso""",toxic,español
2950,"""Tío que nada te detenga""",clean,español
2951,"""yo chat lets chill""",clean,ingles
2952,"""This explanation is solid.""",clean,ingles
2953,"""All soyboys deserve no rights""",hate,ingles
2954,"""otra idiotez más""",toxic,español
2955,"""Vete al infierno, maldito inútil.""",toxic,español
2956,"""I hate hillbillies fr""",hate,ingles
2957,"""Oigan a este bobo lo que dice""",toxic,español
2958,"""You're annoying as fuck boomer""",toxic,ingles
2959,"""Heebs are ruin everything bruh""",hate,ingles
2960,"""¿Haces envíos a otros países?""",clean,español
2961,"""Stop posting your clueless opinions here. Nobody cares. 💩""",toxic,ingles
2962,"""gg wp agradecido con ustedes""",clean,español
2963,"""This is well structured.""",clean,ingles
2964,"""Lindo qué maravilla de trabajo""",clean,español
2965,"""puras estupideces dices""",toxic,español
2966,"""wey neta q pedo contigo??? 🙄🙄 puras tonterias""",toxic,español
2967,"""Me cagan los Argentinos jodidos""",hate,español
2968,"""Shut your mouth, you arrogant prick.""",toxic,ingles
2969,"""watching from bed rn""",clean,ingles
2970,"""Esos venecos conchetumadres son puro delincuente po""",hate,español
2971,"""muy pro eso mano 👏""",clean,español
2972,"""Hediondos chilangos me cagan la madre""",hate,español
2973,"""Nadie te topa pinche arrastrado""",toxic,español
2974,"""A ver si te pierdes cabronazo""",toxic,español
2975,"""Das asco mufa de mierda""",toxic,español
2976,"""jajajaja timing 🔥""",clean,español
2977,"""Todos los chilangos son unos hediondos puñetas""",hate,español
2978,"""Espero que te largues, inútil trol. 😒""",toxic,español
2979,"""Qué buen ojo tienes Me quito el sombrero""",clean,español
2980,"""Qué paciencia tienes pana""",clean,español
2981,"""I’m glad I found this.""",clean,ingles
2982,"""holaaa me quedo :3""",clean,español
2983,"""estás bn ciego""",toxic,español
2984,"""esta super entretenido 👍""",clean,español
2985,"""podemitas chavistas""",hate,español
2986,"""cual es su horario???""",clean,español
2987,"""LETS GO u got this""",clean,ingles
2988,"""This cleared my confusion.""",clean,ingles
2989,"""Protesters suck""",toxic,ingles
2990,"""das flojera bro""",toxic,español
2991,"""qué pendejada acabo de leer""",toxic,español
2992,"""Clear message here.""",clean,ingles
2993,"""Estuvo de pelos""",clean,español
2994,"""hey compa se viene lo bueno!""",clean,español
2995,"""Hermano qué bien te expresas""",clean,español
2996,"""You're annoying as fuck prick 🖕""",toxic,ingles
2997,"""Está con madre la neta""",clean,español
2998,"""otra vez tú opinando""",toxic,español
2999,"""Socio llegué temprano a la joya""",clean,español
3000,"""Joyita de internet pana""",clean,español
3001,"""esto ayuda un buen neta""",clean,español
3002,"""Odio a los mapuches pobletes po""",hate,español
3003,"""vascos terroristas""",hate,español
3004,"""JAJAJA chat pls 🤣""",clean,español
3005,"""qué comentario tan malo """,toxic,español
3006,"""Cállate, tu voz es insoportable.""",toxic,español
3007,"""no sabes escribir ni pensar""",toxic,español
3008,"""Todos los chilangos son unos pinches puñetas""",hate,español
3009,"""HOLA hombres todo bien??""",clean,español
3010,"""Get stuffed tosser""",toxic,ingles
3011,"""Ojalá desaparezcan todos los espaldas mojadas son una cáncer""",hate,español
3012,"""pobres parásitos""",hate,español
3013,"""sanchistas traidores""",hate,español
3014,"""que bien juegas wey 💯""",clean,español
3015,"""THIS ARAB PIECE OF SHIT,,, ACTING LIKE HE GETS HARRASSED,, HE OR HIS PARENTS OWN A STORE AND YET HE ACTS LIKE HE GETS TREATED LIKE BLACK PEOPLE LOL... the same people who steals from his store,, what a moron piece of shit""",toxic,ingles
3016,"""Eres capaz de lograr cosas increíbles""",clean,español
3017,"""Espero que te quedes callado, basura payaso.""",toxic,español
3018,"""Sigue tu intuición Qué risa muy bueno 💜""",clean,español
3019,"""no sabes ni q estas diciendo JAJA""",toxic,español
3020,"""Amigo ¿podrías hacer un tutorial sobre esto?""",clean,español
3021,"""muy crack neta""",clean,español
3022,"""Hey Absolute numpty""",toxic,ingles
3023,"""JAJAJA y luego se ofenden""",toxic,español
3024,"""Maestro qué risa muy bueno""",clean,español
3025,"""dale bro cerralo ya 💪""",clean,español
3026,"""Los aliades no merecen vivir es la única solución""",hate,español
3027,"""bro deja d repetir lo mismooo""",toxic,español
3028,"""Good job goat""",clean,ingles
3029,"""Ya dejé mi like genio""",clean,español
3030,"""¿Podrías hacer un tutorial sobre esto máquina?""",clean,español
3031,"""Menudo desgraciado estás hecho""",toxic,español
3032,"""I hate shemales no cap""",hate,ingles
3033,"""Wn colipatos asquerosos comen gatos""",hate,español
3034,"""Eres tonto de capirote carajote""",toxic,español
3035,"""Aweonao peruanos asquerosos comen gatos""",hate,español
3036,"""Po sodomitas picantes viren de acá 🏳️‍🌈""",hate,español
3037,"""No tienes ni puta idea de nada hijo de puta""",toxic,español
3038,"""muy bn explicado todo gracias 🙌""",clean,español
3039,"""The legal system is inherently racist, same as this CNN reporter""",toxic,ingles
3040,"""otra pendejada más y listo""",toxic,español
3041,"""holaaa es primera vez aqui :3""",clean,español
3042,"""This helped me understand things.""",clean,ingles
3043,"""Esta es la cosa más patético que he visto. Deberías te quedes callado.""",toxic,español
3044,"""Disgusting shemales are perverted pedophiles""",hate,ingles
3045,"""Todos los prietos son unos mugrosos no mames""",hate,español
3046,"""I hate heebs literally""",hate,ingles
3047,"""wey yaaa, suficiente 😤""",toxic,español
3048,"""Nadie te soporta falso""",toxic,español
3049,"""Stop posting your annoying opinions here. Nobody cares. 🤡""",toxic,ingles
3050,"""Es que usted es muy gonorrea""",toxic,español
3051,"""Easy to understand, nice.""",clean,ingles
3052,"""Cnn...so out of touch..close up idiots.. people are watching for the comedy of reporting.lol""",toxic,ingles
3053,"""holaaa todo bn por aqui""",clean,español
3054,"""Eres una desgracia absoluta para la humanidad.""",toxic,español
3055,"""Me cagan los gringos babosos""",hate,español
3056,"""Esos comunachos culiaos comen gatos wn 🚩""",hate,español
3057,"""VAMOS chat apoyen""",clean,español
3058,"""Espero que vayas a llorar, basura payaso.""",toxic,español
3059,"""no aportas informacion realizata, mejor vete""",toxic,español
3060,"""Fome camionas weones muéranse""",hate,español
3061,"""this helps a lot thx""",clean,ingles
3062,"""to bad those weapons were not discharged""",toxic,ingles
3063,"""Sos la vergüenza de tu familia""",toxic,español
3064,"""Hey You're cringe normie""",toxic,ingles
3065,"""What a waste of time talking to that idiot. ""You know what Im sayin."" ""I'll believe what I want to believe.""- Yup- hell with facts or evidence. Loser.""",toxic,ingles
3066,"""That's smooth dude""",clean,ingles
3067,"""jajajaja buen final""",clean,español
3068,"""Fan de esto desde ya Basado y rojo pastillado""",clean,español
3069,"""Vete de aquí, payaso. Estás poniendo a todos basura.""",toxic,español
3070,"""All gooks are destroying the world""",hate,ingles
3071,"""Me cagan los judíos sarnosos""",hate,español
3072,"""No sea tan sapo y piérdase líchigo""",toxic,español
3073,"""dale compa sin pena 🔥""",clean,español
3074,"""Bájale de huevos o te parto tu madre fresa 🤬""",toxic,español
3075,"""Cállate la boca, imbécil de mierda.""",toxic,español
3076,"""All chinks are violent criminals""",hate,ingles
3077,"""Vete, apestas a mediocridad.""",toxic,español
3078,"""españoles colonizadores""",hate,español
3079,"""pop off bestie""",clean,ingles
3080,"""Todos los prietos son unos culeros al chile""",hate,español
3081,"""Todos los Argentinos son unos jodidos al chile""",hate,español
3082,"""snacks ready lets go""",clean,ingles
3083,"""Fuck CNN you corrupt demon worshiping fools""",toxic,ingles
3084,"""Fome haitianos lacras viren de acá""",hate,español
3085,"""Carnal olé tú qué arte""",clean,español
3086,"""Está chulísimo Compartido en mis redes""",clean,español
3087,"""W facil ez 😄""",clean,español
3088,"""q fastidio verte escribir""",toxic,español
3089,"""Andá a la concha de tu hermana pancho""",toxic,español
3090,"""oooh casi casi""",clean,español
3091,"""xD xD buenisimo eso""",clean,español
3092,"""Todos los lenchas son unos hediondos la neta""",hate,español
3093,"""Gracias por aceptarme en el grupo genio""",clean,español
3094,"""ame este momento ❤️""",clean,español
3095,"""Eres un cero a la izquierda soplapollas""",toxic,español
3096,"""Eres tan inservible que hasta la tierra vale más.""",toxic,español
3097,"""Todo va a estar bien bro""",clean,español
3098,"""Cállate, nadie pidió tu estúpida opinión.""",toxic,español
3099,"""Oigan a este bobo lo que dice mamerto 🤡""",toxic,español
3100,"""Ábrase del parche chichipato""",toxic,español
3101,"""borregos ignorantes""",hate,español
3102,"""Wn peruanos culiaos chupenla""",hate,español
3103,"""Está buenardo el video bro 🍩""",clean,español
3104,"""Nos vemos en el próximo stream""",clean,español
3105,"""I hate abos cringe""",hate,ingles
3106,"""Necesito uno de esos urgentes rey""",clean,español
3107,"""I hate repulsive jigaboos smh""",hate,ingles
3108,"""holaaa desde Mexico 😊""",clean,español
3109,"""Todos los cholos son unos rastreros no mames""",hate,español
3110,"""Pinches tortilleras a la cocina al chile🖕""",hate,español
3111,"""muy crack lo tuyo 💯""",clean,español
3112,"""Péguese un tiro petardo""",toxic,español
3113,"""a qe hora vuelves mañana?""",clean,español
3114,"""Parce joyita de internet""",clean,español
3115,"""Good effort 👌""",clean,ingles
3116,"""Vete, contaminas con tu presencia.""",toxic,español
3117,"""Das pena ajena miserable""",toxic,español
3118,"""estás bien mal bro""",toxic,español
3119,"""Hey You're a complete muppet""",toxic,ingles
3120,"""Ánimo raza sí se puede""",clean,español
3121,"""Aguante todo""",clean,español
3122,"""Right on geezer""",clean,ingles
3123,"""Qué pro se ve socio""",clean,español
3124,"""Easy to follow explanation.""",clean,ingles
3125,"""Me cagan los peruanos nacos🐵""",hate,español
3126,"""keep it up legend""",clean,ingles
3127,"""esto es ranked o q?""",clean,español
3128,"""¿Cuándo se irán los sidosos? arruinan el país""",hate,español
3129,"""Worthless trannies are lower than dogs""",hate,ingles
3130,"""Suerte es que le digo muerto de hambre""",toxic,español
3131,"""Malditos tortilleras a la cocina""",hate,español
3132,"""q ridículo comentario""",toxic,español
3133,"""Clear and easy explanation.""",clean,ingles
3134,"""Esta es la cosa más molesto que he visto. Deberías te largues. 😂""",toxic,español
3135,"""holaaaa terminando la chamba""",clean,español
3136,"""This guy is a moron.""",toxic,ingles
3137,"""Cringe cancer""",toxic,ingles
3138,"""qué pendejada""",toxic,español
3139,"""What a total gimp""",toxic,ingles
3140,"""Aweonao venecos rotos viren de acá""",hate,español
3141,"""Reina les mando buenas vibras""",clean,español
3142,"""I hate libtards fam 🚩""",hate,ingles
3143,"""Estamos aquí para apoyarte""",clean,español
3144,"""This made my day 😄""",clean,ingles
3145,"""wenas gente bella """,clean,español
3146,"""Que te den morcilla cornudo""",toxic,español
3147,"""Esos flaites lacras nos invaden po 🔫""",hate,español
3148,"""Fiera ánimo raza sí se puede""",clean,español
3149,"""YEah  You are right 1 white shot a  black all hell break  lose , black shot black no protest maybe if they start doing  protest on black shotting black , you can buy in thier story ,""",toxic,ingles
3150,"""Ayy CNN are lookin like pussies """,toxic,ingles
3151,"""lol chat spameando F""",clean,español
3152,"""Que te folle un pez desgraciado""",toxic,español
3153,"""finally caught u live""",clean,ingles
3154,"""wenas gente bonita :)""",clean,español
3155,"""Severa flor de trabajo Necesito uno de esos urgentes""",clean,español
3156,"""Odio a los camionas conchetumadres alharacos""",hate,español
3157,"""Vamos que se puede""",clean,español
3158,"""q comentario tan sin chiste""",toxic,español
3159,"""catalanes tacaños""",hate,español
3160,"""¿Dónde conseguiste esa playera rey?""",clean,español
3161,"""qué comentario tan necio""",toxic,español
3162,"""estás bien menso bro""",toxic,español
3163,"""Get lost, you despicable lowlife.""",toxic,ingles
3164,"""Stop being such a scumbag""",toxic,ingles
3165,"""Todos los frijoleros son unos sarnosos están de la verga""",hate,español
3166,"""Eat shit prick""",toxic,ingles
3167,"""Odio a los haitianos monos wn""",hate,español
3168,"""holaaaa saliendo del jale""",clean,español
3169,"""Helpful explanation, thanks.""",clean,ingles
3170,"""You are irrelevant rat""",toxic,ingles
3171,"""man this stream is fire""",clean,ingles
3172,"""HELLO stream fam """,clean,ingles
3173,"""Alharacos masisi culiaos chupenla""",hate,español
3174,"""I hate roasties period""",hate,ingles
3175,"""Vete a la mierda un rato pringado""",toxic,español
3176,"""You're cringe mistake""",toxic,ingles
3177,"""Vete de aquí, morón. Estás poniendo a todos tóxico. 🤬""",toxic,español
3178,"""Deje de chimbiar o lo estallo atembado""",toxic,español
3179,"""progres buenistas""",hate,español
3180,"""What a useless joke. You're just a troll.""",toxic,ingles
3181,"""me gusto mucho eso 😍""",clean,español
3182,"""q mapa sigue?""",clean,español
3183,"""Pinches oaxacos no deberían existir😵""",hate,español
3184,"""Eres un lamewebos de primera categoría""",toxic,español
3185,"""Clear info, thanks.""",clean,ingles
3186,"""q comentario mas manipulador""",toxic,español
3187,"""so you want to shoot them, can hardly wait till one of your kids gets in trouble with the police and gets killed""",toxic,ingles
3188,"""Esos flaites picantes muéranse cachai 🔫""",hate,español
3189,"""voxeros racistas""",hate,español
3190,"""Joyita de internet""",clean,español
